terytSzkoly;gminaSzkoly;terytZamieszkania;gminaZamieszkania;typSzkoly;liczbaOsob
264011;M. Wrocław;214011;Oleśnica;podstawowe;16
264011;M. Wrocław;214062;Oleśnica;podstawowe;12
264011;M. Wrocław;215033;Jelcz-Laskowice;podstawowe;18
264011;M. Wrocław;215042;Oława;podstawowe;12
264011;M. Wrocław;218032;Miękinia;podstawowe;192
264011;M. Wrocław;220013;Oborniki Śląskie;podstawowe;35
264011;M. Wrocław;220033;Trzebnica;podstawowe;11
264011;M. Wrocław;220042;Wisznia Mała;podstawowe;91
264011;M. Wrocław;223012;Czernica;podstawowe;187
264011;M. Wrocław;223022;Długołęka;podstawowe;354
264011;M. Wrocław;223043;Kąty Wrocławskie;podstawowe;189
264011;M. Wrocław;223052;Kobierzyce;podstawowe;225
264011;M. Wrocław;223083;Siechnice;podstawowe;156
264011;M. Wrocław;223092;Żórawina;podstawowe;98
264011;M. Wrocław;215033;Jelcz-Laskowice;gimnazjalne;13
264011;M. Wrocław;215042;Oława;gimnazjalne;12
264011;M. Wrocław;218032;Miękinia;gimnazjalne;49
264011;M. Wrocław;220013;Oborniki Śląskie;gimnazjalne;22
264011;M. Wrocław;220033;Trzebnica;gimnazjalne;15
264011;M. Wrocław;220042;Wisznia Mała;gimnazjalne;42
264011;M. Wrocław;223012;Czernica;gimnazjalne;68
264011;M. Wrocław;223022;Długołęka;gimnazjalne;170
264011;M. Wrocław;223043;Kąty Wrocławskie;gimnazjalne;76
264011;M. Wrocław;223052;Kobierzyce;gimnazjalne;79
264011;M. Wrocław;223083;Siechnice;gimnazjalne;105
264011;M. Wrocław;223092;Żórawina;gimnazjalne;29
264011;M. Wrocław;201011;Bolesławiec;ponadgimnazjalne;10
264011;M. Wrocław;202062;Łagiewniki;ponadgimnazjalne;16
264011;M. Wrocław;207011;Kamienna Góra;ponadgimnazjalne;17
264011;M. Wrocław;208021;Kłodzko;ponadgimnazjalne;26
264011;M. Wrocław;208031;Kudowa-Zdrój;ponadgimnazjalne;16
264011;M. Wrocław;208072;Kłodzko;ponadgimnazjalne;13
264011;M. Wrocław;208133;Stronie Śląskie;ponadgimnazjalne;13
264011;M. Wrocław;213033;Milicz;ponadgimnazjalne;16
264011;M. Wrocław;214011;Oleśnica;ponadgimnazjalne;106
264011;M. Wrocław;214023;Bierutów;ponadgimnazjalne;11
264011;M. Wrocław;214032;Dobroszyce;ponadgimnazjalne;13
264011;M. Wrocław;214062;Oleśnica;ponadgimnazjalne;36
264011;M. Wrocław;214073;Syców;ponadgimnazjalne;11
264011;M. Wrocław;215011;Oława;ponadgimnazjalne;43
264011;M. Wrocław;215022;Domaniów;ponadgimnazjalne;25
264011;M. Wrocław;215033;Jelcz-Laskowice;ponadgimnazjalne;157
264011;M. Wrocław;215042;Oława;ponadgimnazjalne;59
264011;M. Wrocław;217012;Borów;ponadgimnazjalne;30
264011;M. Wrocław;217043;Strzelin;ponadgimnazjalne;44
264011;M. Wrocław;218012;Kostomłoty;ponadgimnazjalne;61
264011;M. Wrocław;218022;Malczyce;ponadgimnazjalne;25
264011;M. Wrocław;218032;Miękinia;ponadgimnazjalne;306
264011;M. Wrocław;218043;Środa Śląska;ponadgimnazjalne;78
264011;M. Wrocław;218052;Udanin;ponadgimnazjalne;10
264011;M. Wrocław;219011;Świdnica;ponadgimnazjalne;13
264011;M. Wrocław;220013;Oborniki Śląskie;ponadgimnazjalne;224
264011;M. Wrocław;220023;Prusice;ponadgimnazjalne;41
264011;M. Wrocław;220033;Trzebnica;ponadgimnazjalne;94
264011;M. Wrocław;220042;Wisznia Mała;ponadgimnazjalne;174
264011;M. Wrocław;220052;Zawonia;ponadgimnazjalne;25
264011;M. Wrocław;220063;Żmigród;ponadgimnazjalne;59
264011;M. Wrocław;222013;Brzeg Dolny;ponadgimnazjalne;51
264011;M. Wrocław;222033;Wołów;ponadgimnazjalne;44
264011;M. Wrocław;223012;Czernica;ponadgimnazjalne;283
264011;M. Wrocław;223022;Długołęka;ponadgimnazjalne;609
264011;M. Wrocław;223032;Jordanów Śląski;ponadgimnazjalne;56
264011;M. Wrocław;223043;Kąty Wrocławskie;ponadgimnazjalne;437
264011;M. Wrocław;223052;Kobierzyce;ponadgimnazjalne;399
264011;M. Wrocław;223062;Mietków;ponadgimnazjalne;74
264011;M. Wrocław;223073;Sobótka;ponadgimnazjalne;184
264011;M. Wrocław;223083;Siechnice;ponadgimnazjalne;403
264011;M. Wrocław;223092;Żórawina;ponadgimnazjalne;197
264011;M. Wrocław;224053;Ząbkowice Śląskie;ponadgimnazjalne;12
264011;M. Wrocław;224063;Ziębice;ponadgimnazjalne;33
264011;M. Wrocław;225021;Zgorzelec;ponadgimnazjalne;13
264011;M. Wrocław;225033;Bogatynia;ponadgimnazjalne;21
264011;M. Wrocław;261011;M. Jelenia Góra;ponadgimnazjalne;15
264011;M. Wrocław;265011;M. Wałbrzych;ponadgimnazjalne;11
264011;M. Wrocław;1601011;Brzeg;ponadgimnazjalne;16
264011;M. Wrocław;1601033;Grodków;ponadgimnazjalne;16
264011;M. Wrocław;1606023;Namysłów;ponadgimnazjalne;20
264011;M. Wrocław;3008033;Kępno;ponadgimnazjalne;17
264011;M. Wrocław;201011;Bolesławiec;dla_doroslych;15
264011;M. Wrocław;202011;Bielawa;dla_doroslych;16
264011;M. Wrocław;202021;Dzierżoniów;dla_doroslych;12
264011;M. Wrocław;203011;Głogów;dla_doroslych;19
264011;M. Wrocław;205011;Jawor;dla_doroslych;11
264011;M. Wrocław;208021;Kłodzko;dla_doroslych;11
264011;M. Wrocław;208063;Bystrzyca Kłodzka;dla_doroslych;10
264011;M. Wrocław;210011;Lubań;dla_doroslych;11
264011;M. Wrocław;211011;Lubin;dla_doroslych;22
264011;M. Wrocław;213033;Milicz;dla_doroslych;17
264011;M. Wrocław;214011;Oleśnica;dla_doroslych;44
264011;M. Wrocław;214062;Oleśnica;dla_doroslych;17
264011;M. Wrocław;214073;Syców;dla_doroslych;20
264011;M. Wrocław;215011;Oława;dla_doroslych;44
264011;M. Wrocław;215033;Jelcz-Laskowice;dla_doroslych;27
264011;M. Wrocław;216043;Polkowice;dla_doroslych;10
264011;M. Wrocław;217043;Strzelin;dla_doroslych;23
264011;M. Wrocław;218012;Kostomłoty;dla_doroslych;22
264011;M. Wrocław;218032;Miękinia;dla_doroslych;30
264011;M. Wrocław;218043;Środa Śląska;dla_doroslych;33
264011;M. Wrocław;219011;Świdnica;dla_doroslych;14
264011;M. Wrocław;219063;Strzegom;dla_doroslych;12
264011;M. Wrocław;220013;Oborniki Śląskie;dla_doroslych;28
264011;M. Wrocław;220033;Trzebnica;dla_doroslych;40
264011;M. Wrocław;220042;Wisznia Mała;dla_doroslych;23
264011;M. Wrocław;220063;Żmigród;dla_doroslych;21
264011;M. Wrocław;222013;Brzeg Dolny;dla_doroslych;37
264011;M. Wrocław;222033;Wołów;dla_doroslych;15
264011;M. Wrocław;223012;Czernica;dla_doroslych;37
264011;M. Wrocław;223022;Długołęka;dla_doroslych;38
264011;M. Wrocław;223043;Kąty Wrocławskie;dla_doroslych;71
264011;M. Wrocław;223052;Kobierzyce;dla_doroslych;31
264011;M. Wrocław;223073;Sobótka;dla_doroslych;33
264011;M. Wrocław;223083;Siechnice;dla_doroslych;40
264011;M. Wrocław;223092;Żórawina;dla_doroslych;29
264011;M. Wrocław;225021;Zgorzelec;dla_doroslych;11
264011;M. Wrocław;261011;M. Jelenia Góra;dla_doroslych;14
264011;M. Wrocław;262011;M. Legnica;dla_doroslych;23
264011;M. Wrocław;265011;M. Wałbrzych;dla_doroslych;36
264011;M. Wrocław;1017093;Wieluń;dla_doroslych;12
264011;M. Wrocław;1261011;M. Kraków;dla_doroslych;12
264011;M. Wrocław;1465011;M. st. Warszawa;dla_doroslych;17
264011;M. Wrocław;1601011;Brzeg;dla_doroslych;15
264011;M. Wrocław;1606023;Namysłów;dla_doroslych;11
264011;M. Wrocław;1607053;Nysa;dla_doroslych;13
264011;M. Wrocław;2062011;M. Łomża;dla_doroslych;14
264011;M. Wrocław;2473011;M. Rybnik;dla_doroslych;23
264011;M. Wrocław;3008033;Kępno;dla_doroslych;11
264011;M. Wrocław;3008052;Perzów;dla_doroslych;18
264011;M. Wrocław;3063011;M. Leszno;dla_doroslych;30
461011;M. Bydgoszcz;403012;Białe Błota;podstawowe;188
461011;M. Bydgoszcz;403022;Dąbrowa Chełmińska;podstawowe;34
461011;M. Bydgoszcz;403032;Dobrcz;podstawowe;73
461011;M. Bydgoszcz;403043;Koronowo;podstawowe;49
461011;M. Bydgoszcz;403052;Nowa Wieś Wielka;podstawowe;43
461011;M. Bydgoszcz;403062;Osielsko;podstawowe;188
461011;M. Bydgoszcz;403072;Sicienko;podstawowe;130
461011;M. Bydgoszcz;403083;Solec Kujawski;podstawowe;36
461011;M. Bydgoszcz;410053;Szubin;podstawowe;47
461011;M. Bydgoszcz;415092;Zławieś Wielka;podstawowe;28
461011;M. Bydgoszcz;419043;Łabiszyn;podstawowe;12
461011;M. Bydgoszcz;463011;M. Toruń;podstawowe;12
461011;M. Bydgoszcz;403012;Białe Błota;gimnazjalne;93
461011;M. Bydgoszcz;403032;Dobrcz;gimnazjalne;21
461011;M. Bydgoszcz;403043;Koronowo;gimnazjalne;26
461011;M. Bydgoszcz;403052;Nowa Wieś Wielka;gimnazjalne;24
461011;M. Bydgoszcz;403062;Osielsko;gimnazjalne;84
461011;M. Bydgoszcz;403072;Sicienko;gimnazjalne;29
461011;M. Bydgoszcz;403083;Solec Kujawski;gimnazjalne;25
461011;M. Bydgoszcz;410053;Szubin;gimnazjalne;21
461011;M. Bydgoszcz;419043;Łabiszyn;gimnazjalne;10
461011;M. Bydgoszcz;403012;Białe Błota;ponadgimnazjalne;677
461011;M. Bydgoszcz;403022;Dąbrowa Chełmińska;ponadgimnazjalne;260
461011;M. Bydgoszcz;403032;Dobrcz;ponadgimnazjalne;269
461011;M. Bydgoszcz;403043;Koronowo;ponadgimnazjalne;250
461011;M. Bydgoszcz;403052;Nowa Wieś Wielka;ponadgimnazjalne;305
461011;M. Bydgoszcz;403062;Osielsko;ponadgimnazjalne;451
461011;M. Bydgoszcz;403072;Sicienko;ponadgimnazjalne;271
461011;M. Bydgoszcz;403083;Solec Kujawski;ponadgimnazjalne;262
461011;M. Bydgoszcz;404011;Chełmno;ponadgimnazjalne;10
461011;M. Bydgoszcz;404072;Unisław;ponadgimnazjalne;45
461011;M. Bydgoszcz;407011;Inowrocław;ponadgimnazjalne;21
461011;M. Bydgoszcz;407092;Złotniki Kujawskie;ponadgimnazjalne;35
461011;M. Bydgoszcz;410013;Kcynia;ponadgimnazjalne;26
461011;M. Bydgoszcz;410023;Mrocza;ponadgimnazjalne;50
461011;M. Bydgoszcz;410033;Nakło nad Notecią;ponadgimnazjalne;159
461011;M. Bydgoszcz;410042;Sadki;ponadgimnazjalne;26
461011;M. Bydgoszcz;410053;Szubin;ponadgimnazjalne;356
461011;M. Bydgoszcz;413023;Sępólno Krajeńskie;ponadgimnazjalne;33
461011;M. Bydgoszcz;413032;Sośno;ponadgimnazjalne;42
461011;M. Bydgoszcz;413043;Więcbork;ponadgimnazjalne;41
461011;M. Bydgoszcz;414012;Bukowiec;ponadgimnazjalne;24
461011;M. Bydgoszcz;414032;Drzycim;ponadgimnazjalne;12
461011;M. Bydgoszcz;414042;Jeżewo;ponadgimnazjalne;17
461011;M. Bydgoszcz;414052;Lniano;ponadgimnazjalne;16
461011;M. Bydgoszcz;414072;Osie;ponadgimnazjalne;18
461011;M. Bydgoszcz;414082;Pruszcz;ponadgimnazjalne;165
461011;M. Bydgoszcz;414093;Świecie;ponadgimnazjalne;37
461011;M. Bydgoszcz;414102;Świekatowo;ponadgimnazjalne;72
461011;M. Bydgoszcz;415092;Zławieś Wielka;ponadgimnazjalne;54
461011;M. Bydgoszcz;416012;Cekcyn;ponadgimnazjalne;27
461011;M. Bydgoszcz;416042;Lubiewo;ponadgimnazjalne;24
461011;M. Bydgoszcz;416052;Śliwice;ponadgimnazjalne;10
461011;M. Bydgoszcz;416063;Tuchola;ponadgimnazjalne;19
461011;M. Bydgoszcz;419013;Barcin;ponadgimnazjalne;68
461011;M. Bydgoszcz;419043;Łabiszyn;ponadgimnazjalne;192
461011;M. Bydgoszcz;419063;Żnin;ponadgimnazjalne;42
461011;M. Bydgoszcz;463011;M. Toruń;ponadgimnazjalne;27
461011;M. Bydgoszcz;3019083;Wyrzysk;ponadgimnazjalne;13
461011;M. Bydgoszcz;403012;Białe Błota;dla_doroslych;50
461011;M. Bydgoszcz;403022;Dąbrowa Chełmińska;dla_doroslych;26
461011;M. Bydgoszcz;403032;Dobrcz;dla_doroslych;33
461011;M. Bydgoszcz;403043;Koronowo;dla_doroslych;25
461011;M. Bydgoszcz;403052;Nowa Wieś Wielka;dla_doroslych;18
461011;M. Bydgoszcz;403062;Osielsko;dla_doroslych;22
461011;M. Bydgoszcz;403072;Sicienko;dla_doroslych;17
461011;M. Bydgoszcz;403083;Solec Kujawski;dla_doroslych;32
461011;M. Bydgoszcz;404011;Chełmno;dla_doroslych;15
461011;M. Bydgoszcz;404072;Unisław;dla_doroslych;11
461011;M. Bydgoszcz;407011;Inowrocław;dla_doroslych;15
461011;M. Bydgoszcz;410013;Kcynia;dla_doroslych;20
461011;M. Bydgoszcz;410023;Mrocza;dla_doroslych;11
461011;M. Bydgoszcz;410033;Nakło nad Notecią;dla_doroslych;44
461011;M. Bydgoszcz;410053;Szubin;dla_doroslych;39
461011;M. Bydgoszcz;413023;Sępólno Krajeńskie;dla_doroslych;12
461011;M. Bydgoszcz;414082;Pruszcz;dla_doroslych;11
461011;M. Bydgoszcz;416063;Tuchola;dla_doroslych;11
461011;M. Bydgoszcz;419013;Barcin;dla_doroslych;10
461011;M. Bydgoszcz;419043;Łabiszyn;dla_doroslych;12
461011;M. Bydgoszcz;419063;Żnin;dla_doroslych;25
461011;M. Bydgoszcz;462011;M. Grudziądz;dla_doroslych;12
461011;M. Bydgoszcz;463011;M. Toruń;dla_doroslych;10
461011;M. Bydgoszcz;2202011;Chojnice;dla_doroslych;12
463011;M. Toruń;415022;Chełmża;podstawowe;10
463011;M. Toruń;415042;Lubicz;podstawowe;230
463011;M. Toruń;415052;Łubianka;podstawowe;56
463011;M. Toruń;415062;Łysomice;podstawowe;116
463011;M. Toruń;415072;Obrowo;podstawowe;210
463011;M. Toruń;415082;Wielka Nieszawka;podstawowe;39
463011;M. Toruń;415092;Zławieś Wielka;podstawowe;151
463011;M. Toruń;415011;Chełmża;gimnazjalne;13
463011;M. Toruń;415042;Lubicz;gimnazjalne;87
463011;M. Toruń;415052;Łubianka;gimnazjalne;14
463011;M. Toruń;415062;Łysomice;gimnazjalne;27
463011;M. Toruń;415072;Obrowo;gimnazjalne;55
463011;M. Toruń;415082;Wielka Nieszawka;gimnazjalne;21
463011;M. Toruń;415092;Zławieś Wielka;gimnazjalne;36
463011;M. Toruń;401011;Aleksandrów Kujawski;ponadgimnazjalne;52
463011;M. Toruń;401021;Ciechocinek;ponadgimnazjalne;78
463011;M. Toruń;401042;Aleksandrów Kujawski;ponadgimnazjalne;43
463011;M. Toruń;401062;Koneck;ponadgimnazjalne;16
463011;M. Toruń;401072;Raciążek;ponadgimnazjalne;23
463011;M. Toruń;401082;Waganiec;ponadgimnazjalne;21
463011;M. Toruń;402011;Brodnica;ponadgimnazjalne;19
463011;M. Toruń;402073;Jabłonowo Pomorskie;ponadgimnazjalne;14
463011;M. Toruń;403083;Solec Kujawski;ponadgimnazjalne;10
463011;M. Toruń;404032;Kijewo Królewskie;ponadgimnazjalne;14
463011;M. Toruń;404042;Lisewo;ponadgimnazjalne;27
463011;M. Toruń;404052;Papowo Biskupie;ponadgimnazjalne;44
463011;M. Toruń;404072;Unisław;ponadgimnazjalne;51
463011;M. Toruń;405011;Golub-Dobrzyń;ponadgimnazjalne;34
463011;M. Toruń;405022;Ciechocin;ponadgimnazjalne;137
463011;M. Toruń;405032;Golub-Dobrzyń;ponadgimnazjalne;20
463011;M. Toruń;405043;Kowalewo Pomorskie;ponadgimnazjalne;189
463011;M. Toruń;405062;Zbójno;ponadgimnazjalne;35
463011;M. Toruń;407033;Gniewkowo;ponadgimnazjalne;130
463011;M. Toruń;408011;Lipno;ponadgimnazjalne;22
463011;M. Toruń;408052;Kikół;ponadgimnazjalne;55
463011;M. Toruń;408062;Lipno;ponadgimnazjalne;13
463011;M. Toruń;408073;Skępe;ponadgimnazjalne;21
463011;M. Toruń;411011;Radziejów;ponadgimnazjalne;10
463011;M. Toruń;415011;Chełmża;ponadgimnazjalne;206
463011;M. Toruń;415022;Chełmża;ponadgimnazjalne;176
463011;M. Toruń;415032;Czernikowo;ponadgimnazjalne;237
463011;M. Toruń;415042;Lubicz;ponadgimnazjalne;558
463011;M. Toruń;415052;Łubianka;ponadgimnazjalne;220
463011;M. Toruń;415062;Łysomice;ponadgimnazjalne;319
463011;M. Toruń;415072;Obrowo;ponadgimnazjalne;513
463011;M. Toruń;415082;Wielka Nieszawka;ponadgimnazjalne;144
463011;M. Toruń;415092;Zławieś Wielka;ponadgimnazjalne;407
463011;M. Toruń;417011;Wąbrzeźno;ponadgimnazjalne;37
463011;M. Toruń;417022;Dębowa Łąka;ponadgimnazjalne;16
463011;M. Toruń;417032;Książki;ponadgimnazjalne;21
463011;M. Toruń;417042;Płużnica;ponadgimnazjalne;15
463011;M. Toruń;417052;Ryńsk;ponadgimnazjalne;26
463011;M. Toruń;464011;M. Włocławek;ponadgimnazjalne;13
463011;M. Toruń;401011;Aleksandrów Kujawski;dla_doroslych;15
463011;M. Toruń;401042;Aleksandrów Kujawski;dla_doroslych;11
463011;M. Toruń;402011;Brodnica;dla_doroslych;10
463011;M. Toruń;404072;Unisław;dla_doroslych;10
463011;M. Toruń;405011;Golub-Dobrzyń;dla_doroslych;13
463011;M. Toruń;405032;Golub-Dobrzyń;dla_doroslych;10
463011;M. Toruń;407033;Gniewkowo;dla_doroslych;10
463011;M. Toruń;415011;Chełmża;dla_doroslych;42
463011;M. Toruń;415022;Chełmża;dla_doroslych;14
463011;M. Toruń;415032;Czernikowo;dla_doroslych;21
463011;M. Toruń;415042;Lubicz;dla_doroslych;58
463011;M. Toruń;415052;Łubianka;dla_doroslych;14
463011;M. Toruń;415062;Łysomice;dla_doroslych;15
463011;M. Toruń;415072;Obrowo;dla_doroslych;42
463011;M. Toruń;415092;Zławieś Wielka;dla_doroslych;38
463011;M. Toruń;464011;M. Włocławek;dla_doroslych;11
663011;M. Lublin;608011;Lubartów;podstawowe;22
663011;M. Lublin;608072;Lubartów;podstawowe;13
663011;M. Lublin;609013;Bełżyce;podstawowe;15
663011;M. Lublin;609033;Bychawa;podstawowe;10
663011;M. Lublin;609042;Garbów;podstawowe;19
663011;M. Lublin;609052;Głusk;podstawowe;288
663011;M. Lublin;609062;Jabłonna;podstawowe;31
663011;M. Lublin;609072;Jastków;podstawowe;281
663011;M. Lublin;609082;Konopnica;podstawowe;393
663011;M. Lublin;609102;Niedrzwica Duża;podstawowe;64
663011;M. Lublin;609112;Niemce;podstawowe;392
663011;M. Lublin;609122;Strzyżewice;podstawowe;30
663011;M. Lublin;609132;Wojciechów;podstawowe;12
663011;M. Lublin;609142;Wólka;podstawowe;498
663011;M. Lublin;610033;Łęczna;podstawowe;10
663011;M. Lublin;610062;Spiczyn;podstawowe;28
663011;M. Lublin;614083;Nałęczów;podstawowe;13
663011;M. Lublin;617011;Świdnik;podstawowe;69
663011;M. Lublin;617022;Mełgiew;podstawowe;15
663011;M. Lublin;617033;Piaski;podstawowe;16
663011;M. Lublin;609052;Głusk;gimnazjalne;63
663011;M. Lublin;609062;Jabłonna;gimnazjalne;13
663011;M. Lublin;609072;Jastków;gimnazjalne;57
663011;M. Lublin;609082;Konopnica;gimnazjalne;103
663011;M. Lublin;609102;Niedrzwica Duża;gimnazjalne;18
663011;M. Lublin;609112;Niemce;gimnazjalne;99
663011;M. Lublin;609122;Strzyżewice;gimnazjalne;10
663011;M. Lublin;609142;Wólka;gimnazjalne;107
663011;M. Lublin;617011;Świdnik;gimnazjalne;23
663011;M. Lublin;602011;Biłgoraj;ponadgimnazjalne;21
663011;M. Lublin;602142;Turobin;ponadgimnazjalne;37
663011;M. Lublin;603032;Chełm;ponadgimnazjalne;10
663011;M. Lublin;603082;Rejowiec Fabryczny;ponadgimnazjalne;24
663011;M. Lublin;604011;Hrubieszów;ponadgimnazjalne;11
663011;M. Lublin;605012;Batorz;ponadgimnazjalne;43
663011;M. Lublin;605053;Janów Lubelski;ponadgimnazjalne;10
663011;M. Lublin;606011;Krasnystaw;ponadgimnazjalne;26
663011;M. Lublin;606022;Fajsławice;ponadgimnazjalne;60
663011;M. Lublin;606042;Izbica;ponadgimnazjalne;12
663011;M. Lublin;606072;Łopiennik Górny;ponadgimnazjalne;21
663011;M. Lublin;606112;Żółkiewka;ponadgimnazjalne;34
663011;M. Lublin;607011;Kraśnik;ponadgimnazjalne;40
663011;M. Lublin;607023;Annopol;ponadgimnazjalne;21
663011;M. Lublin;607062;Szastarka;ponadgimnazjalne;21
663011;M. Lublin;607083;Urzędów;ponadgimnazjalne;26
663011;M. Lublin;607092;Wilkołaz;ponadgimnazjalne;104
663011;M. Lublin;607102;Zakrzówek;ponadgimnazjalne;30
663011;M. Lublin;608011;Lubartów;ponadgimnazjalne;53
663011;M. Lublin;608022;Abramów;ponadgimnazjalne;43
663011;M. Lublin;608032;Firlej;ponadgimnazjalne;21
663011;M. Lublin;608042;Jeziorzany;ponadgimnazjalne;23
663011;M. Lublin;608052;Kamionka;ponadgimnazjalne;50
663011;M. Lublin;608063;Kock;ponadgimnazjalne;21
663011;M. Lublin;608072;Lubartów;ponadgimnazjalne;51
663011;M. Lublin;608082;Michów;ponadgimnazjalne;28
663011;M. Lublin;608092;Niedźwiada;ponadgimnazjalne;27
663011;M. Lublin;608103;Ostrów Lubelski;ponadgimnazjalne;79
663011;M. Lublin;608122;Serniki;ponadgimnazjalne;47
663011;M. Lublin;608132;Uścimów;ponadgimnazjalne;40
663011;M. Lublin;609013;Bełżyce;ponadgimnazjalne;171
663011;M. Lublin;609022;Borzechów;ponadgimnazjalne;67
663011;M. Lublin;609033;Bychawa;ponadgimnazjalne;170
663011;M. Lublin;609042;Garbów;ponadgimnazjalne;268
663011;M. Lublin;609052;Głusk;ponadgimnazjalne;327
663011;M. Lublin;609062;Jabłonna;ponadgimnazjalne;239
663011;M. Lublin;609072;Jastków;ponadgimnazjalne;478
663011;M. Lublin;609082;Konopnica;ponadgimnazjalne;406
663011;M. Lublin;609092;Krzczonów;ponadgimnazjalne;92
663011;M. Lublin;609102;Niedrzwica Duża;ponadgimnazjalne;359
663011;M. Lublin;609112;Niemce;ponadgimnazjalne;597
663011;M. Lublin;609122;Strzyżewice;ponadgimnazjalne;160
663011;M. Lublin;609132;Wojciechów;ponadgimnazjalne;141
663011;M. Lublin;609142;Wólka;ponadgimnazjalne;368
663011;M. Lublin;609152;Wysokie;ponadgimnazjalne;41
663011;M. Lublin;609162;Zakrzew;ponadgimnazjalne;40
663011;M. Lublin;610012;Cyców;ponadgimnazjalne;122
663011;M. Lublin;610022;Ludwin;ponadgimnazjalne;90
663011;M. Lublin;610033;Łęczna;ponadgimnazjalne;370
663011;M. Lublin;610042;Milejów;ponadgimnazjalne;80
663011;M. Lublin;610052;Puchaczów;ponadgimnazjalne;94
663011;M. Lublin;610062;Spiczyn;ponadgimnazjalne;120
663011;M. Lublin;611032;Adamów;ponadgimnazjalne;14
663011;M. Lublin;611062;Serokomla;ponadgimnazjalne;10
663011;M. Lublin;612012;Chodel;ponadgimnazjalne;57
663011;M. Lublin;612023;Józefów nad Wisłą;ponadgimnazjalne;35
663011;M. Lublin;612032;Karczmiska;ponadgimnazjalne;23
663011;M. Lublin;612042;Łaziska;ponadgimnazjalne;33
663011;M. Lublin;612053;Opole Lubelskie;ponadgimnazjalne;149
663011;M. Lublin;612063;Poniatowa;ponadgimnazjalne;54
663011;M. Lublin;612072;Wilków;ponadgimnazjalne;24
663011;M. Lublin;613012;Dębowa Kłoda;ponadgimnazjalne;28
663011;M. Lublin;613032;Milanów;ponadgimnazjalne;13
663011;M. Lublin;613043;Parczew;ponadgimnazjalne;33
663011;M. Lublin;613052;Podedwórze;ponadgimnazjalne;16
663011;M. Lublin;613062;Siemień;ponadgimnazjalne;24
663011;M. Lublin;613072;Sosnowica;ponadgimnazjalne;29
663011;M. Lublin;614011;Puławy;ponadgimnazjalne;12
663011;M. Lublin;614062;Kurów;ponadgimnazjalne;22
663011;M. Lublin;614072;Markuszów;ponadgimnazjalne;46
663011;M. Lublin;614083;Nałęczów;ponadgimnazjalne;137
663011;M. Lublin;614102;Wąwolnica;ponadgimnazjalne;46
663011;M. Lublin;615011;Radzyń Podlaski;ponadgimnazjalne;10
663011;M. Lublin;615082;Wohyń;ponadgimnazjalne;13
663011;M. Lublin;616043;Ryki;ponadgimnazjalne;14
663011;M. Lublin;617011;Świdnik;ponadgimnazjalne;288
663011;M. Lublin;617022;Mełgiew;ponadgimnazjalne;126
663011;M. Lublin;617033;Piaski;ponadgimnazjalne;207
663011;M. Lublin;617042;Rybczewice;ponadgimnazjalne;47
663011;M. Lublin;617052;Trawniki;ponadgimnazjalne;142
663011;M. Lublin;619011;Włodawa;ponadgimnazjalne;15
663011;M. Lublin;619032;Hańsk;ponadgimnazjalne;12
663011;M. Lublin;619052;Urszulin;ponadgimnazjalne;49
663011;M. Lublin;662011;M. Chełm;ponadgimnazjalne;19
663011;M. Lublin;602011;Biłgoraj;dla_doroslych;17
663011;M. Lublin;602142;Turobin;dla_doroslych;14
663011;M. Lublin;604011;Hrubieszów;dla_doroslych;10
663011;M. Lublin;605063;Modliborzyce;dla_doroslych;11
663011;M. Lublin;606011;Krasnystaw;dla_doroslych;10
663011;M. Lublin;606022;Fajsławice;dla_doroslych;10
663011;M. Lublin;606112;Żółkiewka;dla_doroslych;10
663011;M. Lublin;607011;Kraśnik;dla_doroslych;43
663011;M. Lublin;607042;Gościeradów;dla_doroslych;11
663011;M. Lublin;607052;Kraśnik;dla_doroslych;10
663011;M. Lublin;607083;Urzędów;dla_doroslych;17
663011;M. Lublin;607102;Zakrzówek;dla_doroslych;12
663011;M. Lublin;608011;Lubartów;dla_doroslych;43
663011;M. Lublin;608052;Kamionka;dla_doroslych;10
663011;M. Lublin;608063;Kock;dla_doroslych;14
663011;M. Lublin;608072;Lubartów;dla_doroslych;24
663011;M. Lublin;608082;Michów;dla_doroslych;12
663011;M. Lublin;608122;Serniki;dla_doroslych;12
663011;M. Lublin;609013;Bełżyce;dla_doroslych;37
663011;M. Lublin;609033;Bychawa;dla_doroslych;35
663011;M. Lublin;609042;Garbów;dla_doroslych;32
663011;M. Lublin;609052;Głusk;dla_doroslych;29
663011;M. Lublin;609062;Jabłonna;dla_doroslych;21
663011;M. Lublin;609072;Jastków;dla_doroslych;43
663011;M. Lublin;609082;Konopnica;dla_doroslych;40
663011;M. Lublin;609092;Krzczonów;dla_doroslych;11
663011;M. Lublin;609102;Niedrzwica Duża;dla_doroslych;30
663011;M. Lublin;609112;Niemce;dla_doroslych;58
663011;M. Lublin;609122;Strzyżewice;dla_doroslych;31
663011;M. Lublin;609132;Wojciechów;dla_doroslych;15
663011;M. Lublin;609142;Wólka;dla_doroslych;35
663011;M. Lublin;610012;Cyców;dla_doroslych;11
663011;M. Lublin;610033;Łęczna;dla_doroslych;49
663011;M. Lublin;610042;Milejów;dla_doroslych;14
663011;M. Lublin;610052;Puchaczów;dla_doroslych;12
663011;M. Lublin;610062;Spiczyn;dla_doroslych;10
