Kod gminy miejsca zamieszkania;Kod gminy miejsca pracy;Liczba osób;Gmina miejsca zamieszkania;"Kod woj. miejsca zamieszkania";"Województwo miejsca zamieszkania";Gmina miejsca pracy;"Kod woj. miejsca pracy";"Województwo miejsca pracy"
0204014;0204022;13;Góra - miasto;02;Dolnośląskie;Jemielno;02;Dolnośląskie
0204014;0204032;35;Góra - miasto;02;Dolnośląskie;Niechlów;02;Dolnośląskie
0204014;0204044;15;Góra - miasto;02;Dolnośląskie;Wąsosz - miasto;02;Dolnośląskie
0204014;0211011;31;Góra - miasto;02;Dolnośląskie;Lubin;02;Dolnośląskie
0204014;0216044;14;Góra - miasto;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0204014;0223052;12;Góra - miasto;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0204014;0264011;79;Góra - miasto;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0204014;0812034;11;Góra - miasto;02;Dolnośląskie;Wschowa - miasto;08;Lubuskie
0204014;0862011;67;Góra - miasto;02;Dolnośląskie;Zielona Góra;08;Lubuskie
0204014;1465011;45;Góra - miasto;02;Dolnośląskie;Warszawa;14;Mazowieckie
0204014;3013044;31;Góra - miasto;02;Dolnośląskie;Rydzyna - miasto;30;Wielkopolskie
0204014;3013045;36;Góra - miasto;02;Dolnośląskie;Rydzyna - obszar wiejski;30;Wielkopolskie
0204014;3013052;16;Góra - miasto;02;Dolnośląskie;Święciechowa;30;Wielkopolskie
0204014;3022054;26;Góra - miasto;02;Dolnośląskie;Rawicz - miasto;30;Wielkopolskie
0204014;3022055;15;Góra - miasto;02;Dolnośląskie;Rawicz - obszar wiejski;30;Wielkopolskie
0204014;3063011;281;Góra - miasto;02;Dolnośląskie;Leszno;30;Wielkopolskie
0204014;3064011;42;Góra - miasto;02;Dolnośląskie;Poznań;30;Wielkopolskie
0204015;0203011;19;Góra - obszar wiejski;02;Dolnośląskie;Głogów;02;Dolnośląskie
0204015;0204014;357;Góra - obszar wiejski;02;Dolnośląskie;Góra - miasto;02;Dolnośląskie
0204015;0204032;33;Góra - obszar wiejski;02;Dolnośląskie;Niechlów;02;Dolnośląskie
0204015;0204044;19;Góra - obszar wiejski;02;Dolnośląskie;Wąsosz - miasto;02;Dolnośląskie
0204015;0211011;14;Góra - obszar wiejski;02;Dolnośląskie;Lubin;02;Dolnośląskie
0204015;0216044;14;Góra - obszar wiejski;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0204015;0264011;90;Góra - obszar wiejski;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0204015;0812034;13;Góra - obszar wiejski;02;Dolnośląskie;Wschowa - miasto;08;Lubuskie
0204015;1465011;31;Góra - obszar wiejski;02;Dolnośląskie;Warszawa;14;Mazowieckie
0204015;2461011;11;Góra - obszar wiejski;02;Dolnośląskie;Bielsko-Biała;24;Śląskie
0204015;3013044;32;Góra - obszar wiejski;02;Dolnośląskie;Rydzyna - miasto;30;Wielkopolskie
0204015;3013045;56;Góra - obszar wiejski;02;Dolnośląskie;Rydzyna - obszar wiejski;30;Wielkopolskie
0204015;3013052;19;Góra - obszar wiejski;02;Dolnośląskie;Święciechowa;30;Wielkopolskie
0204015;3022054;11;Góra - obszar wiejski;02;Dolnośląskie;Rawicz - miasto;30;Wielkopolskie
0204015;3022055;27;Góra - obszar wiejski;02;Dolnośląskie;Rawicz - obszar wiejski;30;Wielkopolskie
0204015;3063011;240;Góra - obszar wiejski;02;Dolnośląskie;Leszno;30;Wielkopolskie
0204015;3064011;30;Góra - obszar wiejski;02;Dolnośląskie;Poznań;30;Wielkopolskie
0204022;0203011;10;Jemielno;02;Dolnośląskie;Głogów;02;Dolnośląskie
0204022;0204014;40;Jemielno;02;Dolnośląskie;Góra - miasto;02;Dolnośląskie
0204022;0204015;12;Jemielno;02;Dolnośląskie;Góra - obszar wiejski;02;Dolnośląskie
0204022;0211011;39;Jemielno;02;Dolnośląskie;Lubin;02;Dolnośląskie
0204022;0211032;10;Jemielno;02;Dolnośląskie;Rudna;02;Dolnośląskie
0204022;0216044;21;Jemielno;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0204022;0222022;11;Jemielno;02;Dolnośląskie;Wińsko;02;Dolnośląskie
0204022;0264011;31;Jemielno;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0204022;3063011;15;Jemielno;02;Dolnośląskie;Leszno;30;Wielkopolskie
0204032;0203011;67;Niechlów;02;Dolnośląskie;Głogów;02;Dolnośląskie
0204032;0204014;101;Niechlów;02;Dolnośląskie;Góra - miasto;02;Dolnośląskie
0204032;0204015;19;Niechlów;02;Dolnośląskie;Góra - obszar wiejski;02;Dolnośląskie
0204032;0211011;17;Niechlów;02;Dolnośląskie;Lubin;02;Dolnośląskie
0204032;0216044;34;Niechlów;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0204032;0264011;40;Niechlów;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0204032;0812024;16;Niechlów;02;Dolnośląskie;Szlichtyngowa - miasto;08;Lubuskie
0204032;0812034;16;Niechlów;02;Dolnośląskie;Wschowa - miasto;08;Lubuskie
0204032;3063011;119;Niechlów;02;Dolnośląskie;Leszno;30;Wielkopolskie
0204044;0204014;34;Wąsosz - miasto;02;Dolnośląskie;Góra - miasto;02;Dolnośląskie
0204044;0204045;30;Wąsosz - miasto;02;Dolnośląskie;Wąsosz - obszar wiejski;02;Dolnośląskie
0204044;0211011;21;Wąsosz - miasto;02;Dolnośląskie;Lubin;02;Dolnośląskie
0204044;0223052;10;Wąsosz - miasto;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0204044;0264011;19;Wąsosz - miasto;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0204044;3022054;35;Wąsosz - miasto;02;Dolnośląskie;Rawicz - miasto;30;Wielkopolskie
0204044;3022055;18;Wąsosz - miasto;02;Dolnośląskie;Rawicz - obszar wiejski;30;Wielkopolskie
0204045;0204014;36;Wąsosz - obszar wiejski;02;Dolnośląskie;Góra - miasto;02;Dolnośląskie
0204045;0204044;133;Wąsosz - obszar wiejski;02;Dolnośląskie;Wąsosz - miasto;02;Dolnośląskie
0204045;0211011;15;Wąsosz - obszar wiejski;02;Dolnośląskie;Lubin;02;Dolnośląskie
0204045;0220064;11;Wąsosz - obszar wiejski;02;Dolnośląskie;Żmigród - miasto;02;Dolnośląskie
0204045;0222022;11;Wąsosz - obszar wiejski;02;Dolnośląskie;Wińsko;02;Dolnośląskie
0204045;0264011;63;Wąsosz - obszar wiejski;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0204045;0862011;11;Wąsosz - obszar wiejski;02;Dolnośląskie;Zielona Góra;08;Lubuskie
0204045;3021062;10;Wąsosz - obszar wiejski;02;Dolnośląskie;Kleszczewo;30;Wielkopolskie
0204045;3022054;44;Wąsosz - obszar wiejski;02;Dolnośląskie;Rawicz - miasto;30;Wielkopolskie
0204045;3022055;44;Wąsosz - obszar wiejski;02;Dolnośląskie;Rawicz - obszar wiejski;30;Wielkopolskie
0204045;3063011;18;Wąsosz - obszar wiejski;02;Dolnośląskie;Leszno;30;Wielkopolskie
0205011;0205024;11;Jawor;02;Dolnośląskie;Bolków - miasto;02;Dolnośląskie
0205011;0205032;179;Jawor;02;Dolnośląskie;Męcinka;02;Dolnośląskie
0205011;0205042;101;Jawor;02;Dolnośląskie;Mściwojów;02;Dolnośląskie
0205011;0205052;104;Jawor;02;Dolnośląskie;Paszowice;02;Dolnośląskie
0205011;0205062;15;Jawor;02;Dolnośląskie;Wądroże Wielkie;02;Dolnośląskie
0205011;0209052;127;Jawor;02;Dolnośląskie;Legnickie Pole;02;Dolnośląskie
0205011;0211011;31;Jawor;02;Dolnośląskie;Lubin;02;Dolnośląskie
0205011;0216044;23;Jawor;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0205011;0219011;11;Jawor;02;Dolnośląskie;Świdnica;02;Dolnośląskie
0205011;0219021;18;Jawor;02;Dolnośląskie;Świebodzice;02;Dolnośląskie
0205011;0219032;26;Jawor;02;Dolnośląskie;Dobromierz;02;Dolnośląskie
0205011;0219064;43;Jawor;02;Dolnośląskie;Strzegom - miasto;02;Dolnośląskie
0205011;0219065;103;Jawor;02;Dolnośląskie;Strzegom - obszar wiejski;02;Dolnośląskie
0205011;0223052;143;Jawor;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0205011;0226021;22;Jawor;02;Dolnośląskie;Złotoryja;02;Dolnośląskie
0205011;0261011;11;Jawor;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0205011;0262011;581;Jawor;02;Dolnośląskie;Legnica;02;Dolnośląskie
0205011;0264011;274;Jawor;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0205011;0265011;43;Jawor;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0205011;1465011;56;Jawor;02;Dolnośląskie;Warszawa;14;Mazowieckie
0205011;2469011;11;Jawor;02;Dolnośląskie;Katowice;24;Śląskie
0205011;3021052;19;Jawor;02;Dolnośląskie;Dopiewo;30;Wielkopolskie
0205024;0205011;76;Bolków - miasto;02;Dolnośląskie;Jawor;02;Dolnośląskie
0205024;0205025;53;Bolków - miasto;02;Dolnośląskie;Bolków - obszar wiejski;02;Dolnośląskie
0205024;0206052;58;Bolków - miasto;02;Dolnośląskie;Janowice Wielkie;02;Dolnośląskie
0205024;0207011;15;Bolków - miasto;02;Dolnośląskie;Kamienna Góra;02;Dolnośląskie
0205024;0219011;10;Bolków - miasto;02;Dolnośląskie;Świdnica;02;Dolnośląskie
0205024;0219021;17;Bolków - miasto;02;Dolnośląskie;Świebodzice;02;Dolnośląskie
0205024;0219032;35;Bolków - miasto;02;Dolnośląskie;Dobromierz;02;Dolnośląskie
0205024;0219064;16;Bolków - miasto;02;Dolnośląskie;Strzegom - miasto;02;Dolnośląskie
0205024;0219065;26;Bolków - miasto;02;Dolnośląskie;Strzegom - obszar wiejski;02;Dolnośląskie
0205024;0223052;22;Bolków - miasto;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0205024;0261011;43;Bolków - miasto;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0205024;0262011;10;Bolków - miasto;02;Dolnośląskie;Legnica;02;Dolnośląskie
0205024;0264011;62;Bolków - miasto;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0205024;0265011;41;Bolków - miasto;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0205025;0205011;71;Bolków - obszar wiejski;02;Dolnośląskie;Jawor;02;Dolnośląskie
0205025;0205024;143;Bolków - obszar wiejski;02;Dolnośląskie;Bolków - miasto;02;Dolnośląskie
0205025;0205052;16;Bolków - obszar wiejski;02;Dolnośląskie;Paszowice;02;Dolnośląskie
0205025;0206052;153;Bolków - obszar wiejski;02;Dolnośląskie;Janowice Wielkie;02;Dolnośląskie
0205025;0207011;21;Bolków - obszar wiejski;02;Dolnośląskie;Kamienna Góra;02;Dolnośląskie
0205025;0219021;16;Bolków - obszar wiejski;02;Dolnośląskie;Świebodzice;02;Dolnośląskie
0205025;0219032;32;Bolków - obszar wiejski;02;Dolnośląskie;Dobromierz;02;Dolnośląskie
0205025;0219064;11;Bolków - obszar wiejski;02;Dolnośląskie;Strzegom - miasto;02;Dolnośląskie
0205025;0219065;21;Bolków - obszar wiejski;02;Dolnośląskie;Strzegom - obszar wiejski;02;Dolnośląskie
0205025;0223052;14;Bolków - obszar wiejski;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0205025;0261011;77;Bolków - obszar wiejski;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0205025;0262011;13;Bolków - obszar wiejski;02;Dolnośląskie;Legnica;02;Dolnośląskie
0205025;0264011;58;Bolków - obszar wiejski;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0205025;0265011;51;Bolków - obszar wiejski;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0205032;0205011;300;Męcinka;02;Dolnośląskie;Jawor;02;Dolnośląskie
0205032;0205052;13;Męcinka;02;Dolnośląskie;Paszowice;02;Dolnośląskie
0205032;0209052;35;Męcinka;02;Dolnośląskie;Legnickie Pole;02;Dolnośląskie
0205032;0211011;12;Męcinka;02;Dolnośląskie;Lubin;02;Dolnośląskie
0205032;0216044;13;Męcinka;02;Dolnośląskie;Polkowice - miasto;02;Dolnośląskie
0205032;0219032;10;Męcinka;02;Dolnośląskie;Dobromierz;02;Dolnośląskie
0205032;0219065;13;Męcinka;02;Dolnośląskie;Strzegom - obszar wiejski;02;Dolnośląskie
0205032;0226021;17;Męcinka;02;Dolnośląskie;Złotoryja;02;Dolnośląskie
0205032;0262011;163;Męcinka;02;Dolnośląskie;Legnica;02;Dolnośląskie
0205032;0264011;59;Męcinka;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0205032;0265011;15;Męcinka;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0205032;1465011;11;Męcinka;02;Dolnośląskie;Warszawa;14;Mazowieckie
0205032;3021052;13;Męcinka;02;Dolnośląskie;Dopiewo;30;Wielkopolskie
0205042;0205011;229;Mściwojów;02;Dolnośląskie;Jawor;02;Dolnośląskie
0205042;0205032;10;Mściwojów;02;Dolnośląskie;Męcinka;02;Dolnośląskie
0205042;0205052;11;Mściwojów;02;Dolnośląskie;Paszowice;02;Dolnośląskie
0205042;0209052;29;Mściwojów;02;Dolnośląskie;Legnickie Pole;02;Dolnośląskie
0205042;0219064;34;Mściwojów;02;Dolnośląskie;Strzegom - miasto;02;Dolnośląskie
0205042;0219065;43;Mściwojów;02;Dolnośląskie;Strzegom - obszar wiejski;02;Dolnośląskie
0205042;0223052;19;Mściwojów;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0205042;0262011;67;Mściwojów;02;Dolnośląskie;Legnica;02;Dolnośląskie
0205042;0264011;58;Mściwojów;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0205042;1465011;12;Mściwojów;02;Dolnośląskie;Warszawa;14;Mazowieckie
0205052;0205011;260;Paszowice;02;Dolnośląskie;Jawor;02;Dolnośląskie
0205052;0205024;14;Paszowice;02;Dolnośląskie;Bolków - miasto;02;Dolnośląskie
0205052;0205032;11;Paszowice;02;Dolnośląskie;Męcinka;02;Dolnośląskie
0205052;0205042;12;Paszowice;02;Dolnośląskie;Mściwojów;02;Dolnośląskie
0205052;0209052;18;Paszowice;02;Dolnośląskie;Legnickie Pole;02;Dolnośląskie
0205052;0219032;16;Paszowice;02;Dolnośląskie;Dobromierz;02;Dolnośląskie
0205052;0219064;11;Paszowice;02;Dolnośląskie;Strzegom - miasto;02;Dolnośląskie
0205052;0219065;25;Paszowice;02;Dolnośląskie;Strzegom - obszar wiejski;02;Dolnośląskie
0205052;0223052;14;Paszowice;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0205052;0262011;57;Paszowice;02;Dolnośląskie;Legnica;02;Dolnośląskie
0205052;0264011;61;Paszowice;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0205052;1465011;13;Paszowice;02;Dolnośląskie;Warszawa;14;Mazowieckie
0205062;0205011;70;Wądroże Wielkie;02;Dolnośląskie;Jawor;02;Dolnośląskie
0205062;0209052;70;Wądroże Wielkie;02;Dolnośląskie;Legnickie Pole;02;Dolnośląskie
0205062;0209082;14;Wądroże Wielkie;02;Dolnośląskie;Ruja;02;Dolnośląskie
0205062;0211011;14;Wądroże Wielkie;02;Dolnośląskie;Lubin;02;Dolnośląskie
0205062;0218032;21;Wądroże Wielkie;02;Dolnośląskie;Miękinia;02;Dolnośląskie
0205062;0218044;15;Wądroże Wielkie;02;Dolnośląskie;Środa Śląska - miasto;02;Dolnośląskie
0205062;0218045;18;Wądroże Wielkie;02;Dolnośląskie;Środa Śląska - obszar wiejski;02;Dolnośląskie
0205062;0218052;12;Wądroże Wielkie;02;Dolnośląskie;Udanin;02;Dolnośląskie
0205062;0219064;21;Wądroże Wielkie;02;Dolnośląskie;Strzegom - miasto;02;Dolnośląskie
0205062;0223052;63;Wądroże Wielkie;02;Dolnośląskie;Kobierzyce;02;Dolnośląskie
0205062;0262011;108;Wądroże Wielkie;02;Dolnośląskie;Legnica;02;Dolnośląskie
0205062;0264011;61;Wądroże Wielkie;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0205062;0265011;13;Wądroże Wielkie;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0205062;3022055;28;Wądroże Wielkie;02;Dolnośląskie;Rawicz - obszar wiejski;30;Wielkopolskie
0206011;0206021;33;Karpacz;02;Dolnośląskie;Kowary;02;Dolnośląskie
0206011;0206072;14;Karpacz;02;Dolnośląskie;Mysłakowice;02;Dolnośląskie
0206011;0206082;32;Karpacz;02;Dolnośląskie;Podgórzyn;02;Dolnośląskie
0206011;0261011;78;Karpacz;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0206011;0264011;25;Karpacz;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0206021;0206011;127;Kowary;02;Dolnośląskie;Karpacz;02;Dolnośląskie
0206021;0206052;35;Kowary;02;Dolnośląskie;Janowice Wielkie;02;Dolnośląskie
0206021;0206062;10;Kowary;02;Dolnośląskie;Jeżów Sudecki;02;Dolnośląskie
0206021;0206072;101;Kowary;02;Dolnośląskie;Mysłakowice;02;Dolnośląskie
0206021;0206082;44;Kowary;02;Dolnośląskie;Podgórzyn;02;Dolnośląskie
0206021;0207011;13;Kowary;02;Dolnośląskie;Kamienna Góra;02;Dolnośląskie
0206021;0261011;294;Kowary;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0206021;0262011;10;Kowary;02;Dolnośląskie;Legnica;02;Dolnośląskie
0206021;0264011;86;Kowary;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0206021;0265011;14;Kowary;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0206021;1434095;56;Kowary;02;Dolnośląskie;Radzymin - obszar wiejski;14;Mazowieckie
0206021;1465011;16;Kowary;02;Dolnośląskie;Warszawa;14;Mazowieckie
0206021;3205072;20;Kowary;02;Dolnośląskie;Rewal;32;Zachodniopomorskie
0206031;0206011;15;Piechowice;02;Dolnośląskie;Karpacz;02;Dolnośląskie
0206031;0206021;32;Piechowice;02;Dolnośląskie;Kowary;02;Dolnośląskie
0206031;0206041;91;Piechowice;02;Dolnośląskie;Szklarska Poręba;02;Dolnośląskie
0206031;0206072;14;Piechowice;02;Dolnośląskie;Mysłakowice;02;Dolnośląskie
0206031;0206082;19;Piechowice;02;Dolnośląskie;Podgórzyn;02;Dolnośląskie
0206031;0206092;13;Piechowice;02;Dolnośląskie;Stara Kamienica;02;Dolnośląskie
0206031;0261011;335;Piechowice;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0206031;0262011;14;Piechowice;02;Dolnośląskie;Legnica;02;Dolnośląskie
0206031;0264011;68;Piechowice;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0206031;2469011;10;Piechowice;02;Dolnośląskie;Katowice;24;Śląskie
0206041;0206021;11;Szklarska Poręba;02;Dolnośląskie;Kowary;02;Dolnośląskie
0206041;0206031;32;Szklarska Poręba;02;Dolnośląskie;Piechowice;02;Dolnośląskie
0206041;0206072;10;Szklarska Poręba;02;Dolnośląskie;Mysłakowice;02;Dolnośląskie
0206041;0206092;12;Szklarska Poręba;02;Dolnośląskie;Stara Kamienica;02;Dolnośląskie
0206041;0208072;12;Szklarska Poręba;02;Dolnośląskie;Kłodzko;02;Dolnośląskie
0206041;0261011;102;Szklarska Poręba;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0206041;0264011;27;Szklarska Poręba;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0206052;0206021;26;Janowice Wielkie;02;Dolnośląskie;Kowary;02;Dolnośląskie
0206052;0206072;40;Janowice Wielkie;02;Dolnośląskie;Mysłakowice;02;Dolnośląskie
0206052;0261011;265;Janowice Wielkie;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0206052;0264011;63;Janowice Wielkie;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0206062;0206021;41;Jeżów Sudecki;02;Dolnośląskie;Kowary;02;Dolnośląskie
0206062;0206052;33;Jeżów Sudecki;02;Dolnośląskie;Janowice Wielkie;02;Dolnośląskie
0206062;0206072;22;Jeżów Sudecki;02;Dolnośląskie;Mysłakowice;02;Dolnośląskie
0206062;0206082;12;Jeżów Sudecki;02;Dolnośląskie;Podgórzyn;02;Dolnośląskie
0206062;0206092;28;Jeżów Sudecki;02;Dolnośląskie;Stara Kamienica;02;Dolnośląskie
0206062;0261011;512;Jeżów Sudecki;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0206062;0262011;11;Jeżów Sudecki;02;Dolnośląskie;Legnica;02;Dolnośląskie
0206062;0264011;123;Jeżów Sudecki;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0206062;1465011;19;Jeżów Sudecki;02;Dolnośląskie;Warszawa;14;Mazowieckie
0206072;0206011;65;Mysłakowice;02;Dolnośląskie;Karpacz;02;Dolnośląskie
0206072;0206021;118;Mysłakowice;02;Dolnośląskie;Kowary;02;Dolnośląskie
0206072;0206041;10;Mysłakowice;02;Dolnośląskie;Szklarska Poręba;02;Dolnośląskie
0206072;0206052;75;Mysłakowice;02;Dolnośląskie;Janowice Wielkie;02;Dolnośląskie
0206072;0206062;14;Mysłakowice;02;Dolnośląskie;Jeżów Sudecki;02;Dolnośląskie
0206072;0206082;56;Mysłakowice;02;Dolnośląskie;Podgórzyn;02;Dolnośląskie
0206072;0261011;565;Mysłakowice;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0206072;0264011;106;Mysłakowice;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0206072;0265011;11;Mysłakowice;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0206072;1434095;16;Mysłakowice;02;Dolnośląskie;Radzymin - obszar wiejski;14;Mazowieckie
0206072;1465011;18;Mysłakowice;02;Dolnośląskie;Warszawa;14;Mazowieckie
0206072;3205072;17;Mysłakowice;02;Dolnośląskie;Rewal;32;Zachodniopomorskie
0206082;0206011;119;Podgórzyn;02;Dolnośląskie;Karpacz;02;Dolnośląskie
0206082;0206021;53;Podgórzyn;02;Dolnośląskie;Kowary;02;Dolnośląskie
0206082;0206031;30;Podgórzyn;02;Dolnośląskie;Piechowice;02;Dolnośląskie
0206082;0206041;15;Podgórzyn;02;Dolnośląskie;Szklarska Poręba;02;Dolnośląskie
0206082;0206052;28;Podgórzyn;02;Dolnośląskie;Janowice Wielkie;02;Dolnośląskie
0206082;0206062;10;Podgórzyn;02;Dolnośląskie;Jeżów Sudecki;02;Dolnośląskie
0206082;0206072;74;Podgórzyn;02;Dolnośląskie;Mysłakowice;02;Dolnośląskie
0206082;0261011;436;Podgórzyn;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0206082;0262011;13;Podgórzyn;02;Dolnośląskie;Legnica;02;Dolnośląskie
0206082;0264011;81;Podgórzyn;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0206082;0265011;11;Podgórzyn;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0206082;1434095;19;Podgórzyn;02;Dolnośląskie;Radzymin - obszar wiejski;14;Mazowieckie
0206082;1465011;20;Podgórzyn;02;Dolnośląskie;Warszawa;14;Mazowieckie
0206082;3205072;11;Podgórzyn;02;Dolnośląskie;Rewal;32;Zachodniopomorskie
0206092;0206021;29;Stara Kamienica;02;Dolnośląskie;Kowary;02;Dolnośląskie
0206092;0206031;89;Stara Kamienica;02;Dolnośląskie;Piechowice;02;Dolnośląskie
0206092;0206041;17;Stara Kamienica;02;Dolnośląskie;Szklarska Poręba;02;Dolnośląskie
0206092;0206052;31;Stara Kamienica;02;Dolnośląskie;Janowice Wielkie;02;Dolnośląskie
0206092;0206072;13;Stara Kamienica;02;Dolnośląskie;Mysłakowice;02;Dolnośląskie
0206092;0206082;14;Stara Kamienica;02;Dolnośląskie;Podgórzyn;02;Dolnośląskie
0206092;0261011;314;Stara Kamienica;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0206092;0264011;70;Stara Kamienica;02;Dolnośląskie;Wrocław;02;Dolnośląskie
0206092;0265011;12;Stara Kamienica;02;Dolnośląskie;Wałbrzych;02;Dolnośląskie
0206092;1465011;11;Stara Kamienica;02;Dolnośląskie;Warszawa;14;Mazowieckie
0207011;0206041;11;Kamienna Góra;02;Dolnośląskie;Szklarska Poręba;02;Dolnośląskie
0207011;0206052;70;Kamienna Góra;02;Dolnośląskie;Janowice Wielkie;02;Dolnośląskie
0207011;0207022;390;Kamienna Góra;02;Dolnośląskie;Kamienna Góra;02;Dolnośląskie
0207011;0207034;79;Kamienna Góra;02;Dolnośląskie;Lubawka - miasto;02;Dolnośląskie
0207011;0207042;49;Kamienna Góra;02;Dolnośląskie;Marciszów;02;Dolnośląskie
0207011;0221042;46;Kamienna Góra;02;Dolnośląskie;Czarny Bór;02;Dolnośląskie
0207011;0261011;79;Kamienna Góra;02;Dolnośląskie;Jelenia Góra;02;Dolnośląskie
0207011;0262011;13;Kamienna Góra;02;Dolnośląskie;Legnica;02;Dolnośląskie
